name,author,narrator,time,releasedate,language,stars,price
FlowBirthing. Das Hörbuch,Writtenby:KristinaMaritaRumpel,Narratedby:KristinaMaritaRumpel,,13-08-20,german,Not rated yet,
PJ Masks - En Gatnoi i l’Encongidor,"Writtenby:eOne,AnaC.AlcainaPerez-traductor",Narratedby:RogerSerradell,7 mins,18-02-22,catalan,Not rated yet,76.00
Гобсек,Writtenby:ОноредеБальзак,Narratedby:АлександрАлексеев-Валуа,2 hrs and 54 mins,26-01-22,russian,Not rated yet,99.00
De wet van de macht,"Writtenby:ScottTurow,PaulHekman-translator",Narratedby:MachteldvanderGaag,28 hrs and 1 min,11-02-22,dutch,Not rated yet,267.00
Tagebücher 1925,Writtenby:HarryGrafKessler,Narratedby:OrgDubonton,1 hr and 53 mins,01-04-21,german,Not rated yet,233.00
Rosvojahti,Writtenby:TaruMäkinen,Narratedby:Ari-MattiHedman,37 mins,27-01-22,finnish,Not rated yet,32.00
The Archetypes and the Collective Unconscious,Writtenby:CarlJung,Narratedby:MartynSwain,13 hrs and 44 mins,29-12-20,English,Not rated yet,"1,036.00"
Madre Teresa de Calcuta [Mother Teresa of Calcutta],Writtenby:OnlineStudioProductions,Narratedby:uncredited,27 mins,01-05-15,spanish,Not rated yet,117.00
The Selfish Gene,Writtenby:RichardDawkins,"Narratedby:RichardDawkins,LallaWard",16 hrs and 12 mins,29-03-11,English,4.5 out of 5 stars147 ratings,836.00
Herzklopfen unterm Weihnachtsbaum,Writtenby:GiselaMariaStiens,Narratedby:LisaMüller,4 hrs and 43 mins,02-12-21,german,Not rated yet,468.00
Заноза для хвостатого адмирала [A Splinter for the Tailed Admiral],"Writtenby:OlgaGron,YasminaSapphire","Narratedby:OlegKejnz,GalinaKejnz",9 hrs and 50 mins,20-10-21,russian,Not rated yet,234.00
Everything Is F*cked,Writtenby:MarkManson,Narratedby:MarkManson,7 hrs and 2 mins,14-05-19,English,4.5 out of 5 stars178 ratings,"1,181.00"
Lotta und Luis und das Osterwunder,"Writtenby:KirstenBrünjes,MartinaDröge","Narratedby:PhilippSchepmann,ThomasFriebe",37 mins,13-11-20,german,Not rated yet,99.00
Indy Cars,Writtenby:WendyHinoteLanier,Narratedby:AaronHelming,6 mins,24-04-18,English,Not rated yet,93.00
Rethinking Teacher Supervision and Evaluation (Second Edition),Writtenby:KimMarshall,Narratedby:SteveMenasche,12 hrs and 6 mins,31-08-21,English,Not rated yet,703.00
Mendel's Accordion,Writtenby:HeidiSmithHyde,Narratedby:Intuitive,,27-04-17,English,Not rated yet,164.00
実説 城谷怪談「やきもち」,Writtenby:城谷歩,Narratedby:城谷歩,21 mins,14-02-22,japanese,Not rated yet,139.00
The Great Nowitzki,Writtenby:ThomasPletzinger,Narratedby:JulianMehne,15 hrs and 23 mins,22-08-19,german,Not rated yet,669.00
Wild Cards V: Down and Dirty,Writtenby:GeorgeR.R.Martin,"Narratedby:RaphaelSbarge,SeanAstin,RoyDotrice,",21 hrs and 20 mins,05-04-16,English,3 out of 5 stars1 rating,"1,507.00"
The Plot Against Hip Hop,Writtenby:NelsonGeorge,Narratedby:ShaynaSmall,5 hrs and 17 mins,07-10-14,English,Not rated yet,702.00
Ali Baba and the Forty Thieves,Writtenby:auteurinconnu,Narratedby:KatieHaigh,23 mins,06-01-16,English,Not rated yet,187.00
Southern Sunrise,Writtenby:NatashaMadison,"Narratedby:BrianPallino,MoraisAlmeida",6 hrs and 10 mins,14-07-20,English,Not rated yet,"1,172.00"
Francona,"Writtenby:TerryFrancona,DanShaughnessy",Narratedby:JeffGurner,14 hrs and 3 mins,22-01-13,English,Not rated yet,221.00
Puppy Training for Beginners,Writtenby:EvaUnderwood,Narratedby:HaileyNeilson,2 hrs and 55 mins,13-08-20,English,Not rated yet,
Islam and Political Economic Systems,Writtenby:AbdulKarimBangura-editor,Narratedby:MichaelScherer,7 hrs and 38 mins,02-07-13,English,Not rated yet,668.00
Bird Songs in Literature,"Writtenby:JosephWoodKrutch,PeterKellogg",Narratedby:FrederickG.Marcham,44 mins,12-03-08,English,Not rated yet,468.00
When Sparks Fly,Writtenby:KristenZimmer,Narratedby:LynnNorris,7 hrs and 47 mins,28-04-21,English,5 out of 5 stars2 ratings,668.00
La noche más oscura,"Writtenby:HakanNesser,MartinLexell-traductor,MónicaCorralFrías-traductor",Narratedby:EduardoRobles,,02-02-22,spanish,Not rated yet,844.00
Iqbal,Writtenby:FrancescoD'Adamo,Narratedby:ChristinaMoore,2 hrs and 52 mins,24-07-06,English,5 out of 5 stars2 ratings,467.00
Cold Day in the Sun,Writtenby:SaraBiren,Narratedby:JuliaKnippen,8 hrs and 32 mins,12-03-19,English,Not rated yet,422.00
聴く歴史・古代『“古事記”“日本書紀”が描く神話の世界』,Writtenby:上田正昭,Narratedby:上田正昭,1 hr and 4 mins,01-07-15,japanese,Not rated yet,279.00
Zero Hour,Writtenby:CraigAlanson,Narratedby:R.C.Bray,17 hrs and 20 mins,06-02-18,English,5 out of 5 stars6 ratings,
United States of Fear,Writtenby:MarkMcDonaldMD,Narratedby:AxelBosley,3 hrs and 11 mins,01-03-22,English,Not rated yet,632.00
Free Speech on Campus,"Writtenby:ErwinChemerinsky,HowardGillman",Narratedby:JamesEdwardThomas,5 hrs and 36 mins,12-09-17,English,Not rated yet,668.00
The Fire Portrait,Writtenby:BarbaraMutch,Narratedby:JoannaBending,11 hrs and 16 mins,01-01-22,English,Not rated yet,759.00
Samsa,Writtenby:LorenzoAriza,Narratedby:EnricPuig,6 hrs and 6 mins,23-09-21,spanish,Not rated yet,307.00
Driving Lessons,Writtenby:SteveFriedman,Narratedby:JeremyArthur,1 hr and 17 mins,28-03-14,English,Not rated yet,233.00
Lamb's Tales from Shakespeare,"Writtenby:Charles,MaryLamb","Narratedby:MartinJarvis,RosalindAyres",4 hrs and 53 mins,13-06-05,English,Not rated yet,569.00
Vision or Mirage,Writtenby:DavidRundell,Narratedby:FajerAl-Kaisi,13 hrs and 41 mins,08-09-21,English,Not rated yet,586.00
Everything Changes,Writtenby:BeverlyConyers,Narratedby:KarenWhite,,31-10-16,English,Not rated yet,703.00
Les plus beaux contes Zen 2,Writtenby:HenriBrunel,Narratedby:SylvieTestud,1 hr and 59 mins,15-04-08,french,Not rated yet,906.00
Unlikely Positions in Unlikely Places,Writtenby:ElizabethGowing,Narratedby:ElizabethGowing,6 hrs and 45 mins,10-10-19,English,Not rated yet,645.00
The Circle of Nine,Writtenby:CherryGilchrist,Narratedby:RachaelBeresford,8 hrs and 51 mins,01-09-18,English,Not rated yet,586.00
Complete Chanakya Neeti,Writtenby:R.P.Jain,Narratedby:NathanDcosta,4 hrs,22-07-21,English,4.5 out of 5 stars53 ratings,Free
親ごころ,Writtenby:ギ・ド・モーパッサン,Narratedby:伊藤治明,18 mins,26-06-21,japanese,Not rated yet,139.00
Churchill's German Army,Writtenby:HelenFry,Narratedby:CorrieJames,9 hrs and 8 mins,03-08-21,English,Not rated yet,586.00
The Significant Brothers Collection,Writtenby:E.Davies,Narratedby:GregBoudreaux,37 hrs and 28 mins,26-06-20,English,Not rated yet,"1,003.00"
Amazon Keyword Research,Writtenby:RedMikhail,Narratedby:TrevorOheir,1 hr and 1 min,21-10-20,English,Not rated yet,187.00
Khoya Pani,Writtenby:MushtaqAhmedYusufi,Narratedby:NeerajYadav,15 hrs and 39 mins,29-12-20,Hindi,4.5 out of 5 stars9 ratings,"1,003.00"
苦い貴方にお砂糖を,Writtenby:アクア・アルタ,Narratedby:浅見ゆい,1 hr and 11 mins,25-11-21,japanese,Not rated yet,279.00
Selfcare für Mamas,"Writtenby:DanielaGaigg,LindaSyllaba",Narratedby:SandraRagg,5 hrs and 18 mins,14-04-21,german,Not rated yet,434.00
If the Fates Allow,Writtenby:RainbowRowell,Narratedby:RebeccaLowman,1 hr and 9 mins,18-11-21,English,2 out of 5 stars1 rating,67.00
The Secrets of Successful Selling Habits,"Writtenby:ZigZiglar,TomZiglar","Narratedby:ZigZiglar,TomZiglar",,07-10-16,English,Not rated yet,820.00
The 5 Mistakes Every Investor Makes and How to Avoid Them,Writtenby:PeterMallouk,Narratedby:TomParks,5 hrs and 11 mins,14-11-14,English,5 out of 5 stars3 ratings,668.00
The Recovery of Family Life,Writtenby:ScottYenor,Narratedby:NickStevens,14 hrs and 33 mins,02-11-20,English,Not rated yet,469.00
Taste of Passion,Writtenby:RenaeJones,Narratedby:EmilyCauldwell,2 hrs and 32 mins,21-10-13,English,Not rated yet,166.00
Rückkehr ins Leben,Writtenby:JensSöring,Narratedby:PhilippSchepmann,9 hrs and 40 mins,23-09-21,german,Not rated yet,535.00
第825回 新刊ラジオ第2部プレミアム　,"Writtenby:矢島雅弘,石橋遊","Narratedby:矢島雅弘,石橋遊",17 mins,16-05-18,japanese,Not rated yet,139.00
Gangsteritappo,Writtenby:N.N.,Narratedby:LeoNiemi,49 mins,15-01-20,finnish,Not rated yet,233.00
The Nerviest Girl in the World,Writtenby:MelissaWiley,"Narratedby:TaraSands,MelissaWiley",3 hrs and 46 mins,22-06-21,English,Not rated yet,754.00
Cordelluna (Narración en Catalán) (Catalan Edition),Writtenby:EliaBarceló,Narratedby:EstelTort,9 hrs and 19 mins,29-09-20,catalan,Not rated yet,691.00
Dear Enemy,Writtenby:JeanWebster,Narratedby:AngieKane,6 hrs and 50 mins,14-09-21,English,Not rated yet,773.00
The Happiness of Pursuit,"Writtenby:DavisPhinney,AustinMurphy",Narratedby:IraRosenberg,7 hrs and 20 mins,07-05-13,English,Not rated yet,668.00
My Life with the Chimpanzees,Writtenby:JaneGoodall,Narratedby:JaneGoodall,3 hrs and 43 mins,19-11-19,English,5 out of 5 stars9 ratings,500.00
Incurable Me,Writtenby:K.PaulStollerMD,Narratedby:JamesPatrickCronin,8 hrs and 25 mins,05-12-16,English,Not rated yet,668.00
The Dozier School for Boys,Writtenby:Dr.ElizabethA.Murray,Narratedby:SteveWojtas,2 hrs and 43 mins,03-03-20,English,Not rated yet,"1,172.00"
The Little Book of Behavioral Investing,Writtenby:JamesMontier,Narratedby:SeanPratt,5 hrs and 2 mins,07-05-10,English,4.5 out of 5 stars51 ratings,791.00
The Diamond Hunters,Writtenby:WilburSmith,Narratedby:CiaranSaward,8 hrs and 13 mins,30-07-19,English,3 out of 5 stars1 rating,569.00
"Dude, Bro",Writtenby:BreadFoster,"Narratedby:JessePoulton,JamesCavenaugh",11 hrs and 41 mins,09-11-15,English,Not rated yet,836.00
Classic Fairy Stories,Writtenby:NaxosAudioBooks,Narratedby:BernardCribbins,2 hrs and 36 mins,26-12-04,English,Not rated yet,434.00
2013年3月1週目 ヴォイニッチの科学書,"Writtenby:中西貴之,BJ","Narratedby:中西貴之,BJ",36 mins,25-05-15,japanese,Not rated yet,139.00
The Raven,Writtenby:EdgarAllanPoe,Narratedby:K.AndersonYancy,12 mins,12-01-13,English,Not rated yet,86.00
You Are Awesome,Writtenby:RotimiOgunjobi,"Narratedby:RotimiOgunjobi,EmmanuelSmith",1 hr and 36 mins,13-10-21,English,Not rated yet,233.00
Beyond Good and Evil,Writtenby:FriedrichNietzsche,Narratedby:EllisFreeman,7 hrs and 45 mins,26-09-19,English,1 out of 5 stars1 rating,"1,008.00"
El arco de Ramsés II [The Bow of Rameses II],Writtenby:MariaMañeru,Narratedby:ArturoMercadoJr.,1 hr and 9 mins,17-08-20,spanish,Not rated yet,268.00
Carl Weber Presents Kingpins: Detroit,Writtenby:MichelMoore,Narratedby:DylanFord,7 hrs and 40 mins,30-07-19,English,Not rated yet,703.00
Carol of the Bells,Writtenby:BillBrownJr.,Narratedby:BillBrownJr.,20 mins,14-09-21,English,Not rated yet,60.00
Black Sparkle Romance,Writtenby:AmaraNicoleOkolo,Narratedby:NajiteDede,3 hrs and 44 mins,09-01-21,English,Not rated yet,469.00
The Waste-Free World,Writtenby:RonGonen,Narratedby:DanBittner,8 hrs and 33 mins,06-04-21,English,Not rated yet,879.00
Das Modehaus,Writtenby:JuliaKröhn,Narratedby:CharlottePuder,15 hrs and 33 mins,22-12-21,german,Not rated yet,669.00
The Cupcake Caper,Writtenby:GertrudeChandlerWarner,Narratedby:AimeeLilly,1 hr and 17 mins,17-08-12,English,Not rated yet,305.00
Mathilda,Writtenby:MaryWollstonecraftShelley,Narratedby:CoriSamuel,3 hrs and 53 mins,27-07-21,English,Not rated yet,334.00
Risk Forward,Writtenby:VictoriaLabalme,Narratedby:VictoriaLabalme,1 hr and 33 mins,30-03-21,English,Not rated yet,703.00
Talking of Justice,Writtenby:LeilaSeth,Narratedby:ShernazPatel,5 hrs and 46 mins,24-05-18,English,4.5 out of 5 stars2 ratings,555.00
Lucy and Desi,Writtenby:WarrenG.Harris,Narratedby:JimFrangione,13 hrs and 58 mins,16-12-16,English,Not rated yet,836.00
第590回 新刊ラジオ第2部プレミアム　,"Writtenby:矢島雅弘,石橋遊","Narratedby:矢島雅弘,石橋遊",33 mins,15-05-18,japanese,Not rated yet,139.00
I Will Love Once Again,Writtenby:KrishnaVerma,Narratedby:SagarArya,5 hrs and 9 mins,19-01-17,English,3 out of 5 stars1 rating,Free
Хозяйственная этика мировых религий. Опыты сравнительной социологии религии. Конфуцианство и даосизм,Writtenby:SmartReading,Narratedby:ТатьянаМаерс,38 mins,06-08-20,russian,Not rated yet,132.00
Believe in Me,Writtenby:AlexandriaHouse,"Narratedby:SeanCrisden,Mari",6 hrs and 20 mins,16-04-19,English,Not rated yet,586.00
Mentira,Writtenby:CareSantos,Narratedby:LilianRodas,4 hrs,07-07-21,spanish,Not rated yet,268.00
The Open-Focus Life,"Writtenby:LesFehmiPhD,SusanShorFehmiLCSW,MarkBeauregard",Narratedby:ArthurMorey,7 hrs and 16 mins,20-07-21,English,Not rated yet,
Strategy,Writtenby:LawrenceFreedman,Narratedby:MichaelButlerMurray,32 hrs and 4 mins,29-05-14,English,4 out of 5 stars5 ratings,"1,338.00"
Will Sparrow's Road,Writtenby:KarenCushman,Narratedby:KatherineKellgren,5 hrs and 9 mins,06-11-12,English,Not rated yet,754.00
December Dreams. Ein Adventskalender - 24 Lovestorys plus Silvester-Special,"Writtenby:StellaTack,StefanieHasse,KiraLicht,",Narratedby:JonathanKeeble,8 hrs and 1 min,19-11-21,german,Not rated yet,367.00
Getting Something to Eat in Jackson,Writtenby:JosephC.EwoodzieJr.,Narratedby:BeresfordBennett,10 hrs and 19 mins,05-10-21,English,Not rated yet,938.00
Bitter Flowers,Writtenby:GunnarStaalesen,Narratedby:MarkMeadows,11 hrs and 30 mins,01-01-22,English,Not rated yet,785.00
Discovering Her Heart: Kristen,Writtenby:RiverFord,Narratedby:EmmaFaye,5 hrs and 14 mins,14-08-21,English,Not rated yet,187.00
Mindful running,"Writtenby:MoiGonzález,MontseRodrigues",Narratedby:RobertoFedele,3 hrs and 49 mins,07-09-18,italian,Not rated yet,190.00
The Qur'an: Surah 89 - Al-Fajr,Writtenby:OneMediaiPLTD,Narratedby:A.Haleem,6 mins,06-04-18,English,Not rated yet,76.00
"Smart, Not Spoiled",Writtenby:ChadWillardson,Narratedby:ChadWillardson,4 hrs and 41 mins,28-10-21,English,Not rated yet,469.00
The Borgias,Writtenby:G.J.Meyer,Narratedby:EnnReitel,19 hrs and 58 mins,02-04-13,English,Not rated yet,"1,256.00"
The Black Hand,Writtenby:StephanTalty,Narratedby:ScottAiello,9 hrs and 17 mins,25-04-17,English,Not rated yet,668.00
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Writtenby:NassimNicholasTaleb,Narratedby:JoeOchman,8 hrs and 57 mins,08-01-19,English,4 out of 5 stars63 ratings,
Where You Are,Writtenby:J.H.Trumble,"Narratedby:BradKing,NoahMichaelLevine",9 hrs and 50 mins,22-10-19,English,5 out of 5 stars1 rating,703.00
Masters of Sex,Writtenby:ThomasMaier,Narratedby:DorieBarton,12 hrs and 15 mins,16-02-09,English,5 out of 5 stars1 rating,679.00
Tea at Five,Writtenby:MatthewLombardo,Narratedby:KateMulgrew,1 hr and 11 mins,24-10-03,English,Not rated yet,468.00
Stronger,Writtenby:CindyMcCain,Narratedby:CindyMcCain,9 hrs and 2 mins,11-05-21,English,Not rated yet,"1,005.00"
"Ulysse, l'aventurier des mers",Writtenby:HéléneMontardre,Narratedby:EmmanuelDekoninck,2 hrs and 42 mins,11-03-21,french,Not rated yet,567.00
脱サラ☆４６歳 カナダに留学♡住んでみた！~その後のバンクーバー編~,Writtenby:kyoan,Narratedby:kyoan,1 hr and 39 mins,15-04-21,japanese,Not rated yet,279.00
Metodo Silva. I consiglieri Theta,Writtenby:DavidBrown,Narratedby:FabioFarnè,2 hrs and 40 mins,01-07-18,italian,Not rated yet,113.00
Raise the Stakes,Writtenby:MeganAtwood,Narratedby:BookBuddyDigitalMedia,1 hr and 20 mins,28-12-18,English,Not rated yet,469.00
"Ich hab nichts gegen Frauen, du Schlampe!",Writtenby:SarahBosetti,Narratedby:SarahBosetti,56 mins,08-09-20,german,Not rated yet,233.00
Primal Possession: A Dark Omegaverse Romance,Writtenby:TabithaBlack,Narratedby:MarcioCatalano,4 hrs and 52 mins,21-04-20,English,Not rated yet,585.00
The Arabian Nights - Codadad and His Brothers,Writtenby:AlphaDVD,Narratedby:GaleVanCott,51 mins,04-02-11,English,Not rated yet,32.00
Let Go Now: Embrace Detachment as a Path to Freedom,Writtenby:KarenCasey,Narratedby:VanessaDaniels,7 hrs and 4 mins,27-11-19,English,Not rated yet,703.00
Our National Forests,Writtenby:GregM.Peters,Narratedby:ArthurMorey,7 hrs and 58 mins,09-11-21,English,Not rated yet,562.00
Philadelphia,"Writtenby:TreasureHernandez,Buck50Productions",Narratedby:iiKane,4 hrs and 2 mins,03-07-18,English,Not rated yet,702.00
On the Grid,Writtenby:ScottHuler,Narratedby:BronsonPinchot,8 hrs and 40 mins,29-07-14,English,Not rated yet,668.00
Working with Difficult People,"Writtenby:WilliamLundinPh.D.,KathleenLundin,MichaelS.Dobson","Narratedby:JimBond,LauralMerlington",3 hrs and 1 min,07-04-17,English,Not rated yet,703.00
Vernon God Little,Writtenby:D.B.C.Pierre,Narratedby:NickLandrum,10 hrs and 9 mins,26-01-11,English,4.5 out of 5 stars2 ratings,759.00
Z Diaries. Staffel 1 - Teil 2,Writtenby:AnjaHansen,Narratedby:MartinKuupa,1 hr and 39 mins,30-04-21,german,Not rated yet,233.00
プロ動画編集が教えるYouTube成功法,Writtenby:相川正樹,Narratedby:福岡真延,53 mins,15-07-21,japanese,Not rated yet,837.00
Close Cover,Writtenby:LexiBlake,Narratedby:RyanWest,10 hrs and 6 mins,08-01-19,English,Not rated yet,836.00
Believe Your Eyes,Writtenby:CoriDoerrfeld,Narratedby:BookBuddyDigitalMedia,12 mins,28-01-19,English,Not rated yet,469.00
Monkey Trouble,Writtenby:GertrudeChandlerWarner,Narratedby:TimGregory,1 hr and 45 mins,13-09-12,English,5 out of 5 stars1 rating,305.00
The Sign of Silence,Writtenby:WilliamLeQueux,Narratedby:TomWeiss,7 hrs and 3 mins,09-02-22,English,Not rated yet,334.00
Tesla oder: Wie Elon Musk die Elektromobilität revolutioniert,Writtenby:ChristophKrachten,Narratedby:ChristophKrachten,4 hrs and 21 mins,17-01-22,german,Not rated yet,434.00
Post Mortem,Writtenby:PaoloLaPaglia,Narratedby:RosannaLia,13 hrs and 8 mins,26-07-21,italian,Not rated yet,382.00
The Better Boundaries Workbook,Writtenby:SharonMartinMSWLCSW,Narratedby:AnnaCaputo,5 hrs and 54 mins,28-02-22,English,Not rated yet,586.00
Crime and Carpetbags,Writtenby:JulieBerry,Narratedby:JayneEntwistle,9 hrs and 8 mins,29-04-21,English,Not rated yet,"1,003.00"
Mesterdetektiven Blomkvist,Writtenby:AstridLindgren,Narratedby:MortenThunbo,3 hrs and 50 mins,23-04-19,danish,Not rated yet,434.00
The Bowery,Writtenby:StephenPaulDeVillo,Narratedby:DanielHenning,10 hrs and 20 mins,29-06-21,English,Not rated yet,586.00
How to Raise a Conservative Daughter,Writtenby:MichelleEaston,Narratedby:BeckyWhite,7 hrs and 36 mins,05-10-21,English,Not rated yet,"1,172.00"
The Things You Can See Only When You Slow Down,"Writtenby:HaeminSunim,Chi-YoungKim-translator",Narratedby:SeanPratt,2 hrs and 51 mins,23-02-17,English,4.5 out of 5 stars77 ratings,615.00
Metadata,Writtenby:JeffreyPomerantz,Narratedby:StevenMenasche,5 hrs and 8 mins,05-11-15,English,Not rated yet,586.00
Do Kash Zindagi,Writtenby:RajaNitinParihar,Narratedby:Nair,59 mins,25-02-21,Hindi,Not rated yet,233.00
A to Z Mysteries Super Edition 6: The Castle Crime,Writtenby:RonRoy,Narratedby:DavidPittu,1 hr and 48 mins,15-03-22,English,Not rated yet,402.00
Selleriesaft,Writtenby:AnthonyWilliam,Narratedby:OlafPessler,9 hrs and 18 mins,11-11-19,german,Not rated yet,502.00
100 taoistiska citat,Writtenby:auteurinconnu,Narratedby:JohannesJohnström,22 mins,08-01-21,swedish,Not rated yet,149.00
Live Wire,Writtenby:HarlanCoben,Narratedby:NezarAlderazi,10 hrs and 38 mins,20-01-22,English,Not rated yet,569.00
How to Listen So People Will Talk,Writtenby:BeckyHarling,Narratedby:CarlaMercer-Meyer,4 hrs and 59 mins,01-08-17,English,Not rated yet,762.00
The Radio Right,Writtenby:PaulMatzko,Narratedby:KyleTait,10 hrs,13-10-20,English,Not rated yet,703.00
Burn,Writtenby:MeiXu,Narratedby:NancyWu,6 hrs and 17 mins,13-07-21,English,Not rated yet,
Cero Limites [Zero Limits],"Writtenby:JoeVitale,Dr.IhaleakalaHewLen","Narratedby:JuanGuzman,AlejoFelipe",3 hrs and 45 mins,14-10-11,spanish,Not rated yet,340.00
Caught by the Sea,Writtenby:GaryPaulsen,Narratedby:PatrickLawlor,2 hrs and 3 mins,17-12-12,English,Not rated yet,352.00
The Presidents and the Constitution,Writtenby:KenGormley-editor,Narratedby:SeanRunnette,,27-07-16,English,Not rated yet,
